number,name,type,type_canonical,zone,from_station_code,from_station_name,to_station_code,to_station_name,distance,duration_h,duration_m,arrival,departure,return_train,sleeper,third_ac,second_ac,first_ac,first_class,chair_car
41031,Chennai Beach Velachery EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,09:05:00,08:25:00,,0,0,0,0,0,0
41033,Chennai Beach Velachery EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,09:15:00,08:35:00,,0,0,0,0,0,0
41035,Chennai Beach Velachery EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,09:25:00,08:45:00,,0,0,0,0,0,0
41037,Chennai Beach Velachery EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,09:35:00,08:55:00,,0,0,0,0,0,0
41039,Chennai Beach Velachery EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,09:40:00,09:00:00,,0,0,0,0,0,0
41041,Chennai Beach Velachery EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,09:45:00,09:05:00,,0,0,0,0,0,0
41043,Chennai Beach Velachery EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,09:55:00,09:15:00,,0,0,0,0,0,0
41045,Chennai Beach Velachery EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,10:05:00,09:25:00,,0,0,0,0,0,0
41047,Chennai Beach Velachery EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,10:15:00,09:35:00,,0,0,0,0,0,0
41049,Chennai Beach Velachery EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,10:25:00,09:45:00,,0,0,0,0,0,0
41051,Chennai Beach Velachery EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,50,10:40:00,09:50:00,,0,0,0,0,0,0
41053,Chennai Beach Velachery EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,10:35:00,09:55:00,,0,0,0,0,0,0
41055,Chennai Beach Velachery EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,10:45:00,10:05:00,,0,0,0,0,0,0
55303,MORADABAD - KATHGODAM Pass,Pass,Passenger,NER,MB,MORADABAD,KGM,KATHGODAM,131,4,40,11:10:00,06:30:00,55304,0,0,0,0,0,0
55305,MORADABAD - RAMNAGAR Fast Passenger,Pass,Passenger,NER,MB,MORADABAD,RMR,RAMNAGAR,77,1,50,06:10:00,04:20:00,55306,0,0,0,0,0,0
55307,MORADABAD - RAMNAGAR PASSENGER,Pass,Passenger,NER,MB,MORADABAD,RMR,RAMNAGAR,76,2,10,12:35:00,10:25:00,55308,0,0,0,0,0,0
55309,MORADABAD  - RAMNAGAR PASSENGER,Pass,Passenger,NER,MB,MORADABAD,RMR,RAMNAGAR,77,2,15,20:00:00,17:45:00,55310,0,0,0,0,0,0
55321,MORADABAD  - RAMNAGAR PASSENGER,Pass,Passenger,NER,MB,MORADABAD,RMR,RAMNAGAR,77,2,25,09:35:00,07:10:00,55322,0,0,0,0,0,0
40516,Chengulpet Chennai Beach Semi Fast EMU (12 Car),MEMU,MEMU,SR,CGL,CHENGALPATTU,MSB,CHENNAI BEACH,59,1,32,08:57:00,07:25:00,40515,0,0,0,0,0,0
40518,Chengulpet Chennai Beach Semi Fast EMU (12 Car),MEMU,MEMU,SR,CGL,CHENGALPATTU,MSB,CHENNAI BEACH,59,1,35,09:15:00,07:40:00,40517,0,0,0,0,0,0
40520,Chengulpet Chennai Beach Semi Fast EMU (12 Car),MEMU,MEMU,SR,CGL,CHENGALPATTU,MSB,CHENNAI BEACH,59,1,47,09:47:00,08:00:00,40519,0,0,0,0,0,0
40521,Chennai Beach Chengulpet EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,CGL,CHENGALPATTU,59,1,44,10:40:00,08:56:00,40520,0,0,0,0,0,0
40522,Chengulpet Chennai Beach Semi Fast EMU (12 Car),MEMU,MEMU,SR,CGL,CHENGALPATTU,MSB,CHENNAI BEACH,59,1,30,09:55:00,08:25:00,40521,0,0,0,0,0,0
40523,Chennai Beach Chengulpet EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,CGL,CHENGALPATTU,59,1,48,11:25:00,09:37:00,40522,0,0,0,0,0,0
40524,Chengulpet Chennai Beach EMU,MEMU,MEMU,SR,CGL,CHENGALPATTU,MSB,CHENNAI BEACH,59,1,48,10:23:00,08:35:00,40523,0,0,0,0,0,0
40526,Chengulpet Chennai Beach Fast EMU,MEMU,MEMU,SR,CGL,CHENGALPATTU,MSB,CHENNAI BEACH,59,1,30,10:15:00,08:45:00,,0,0,0,0,0,0
40601,Chennai Beach Chengulpet EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,CGL,CHENGALPATTU,63,1,45,05:40:00,03:55:00,,0,0,0,0,0,0
40704,Tirumalpur Chennai Beach Fast EMU,MEMU,MEMU,SR,TMLP,TIRUMALPUR,MSB,CHENNAI BEACH,108,2,25,09:30:00,07:05:00,40705,0,0,0,0,0,0
40706,Tirumalpur Chennai Beach Fast EMU,MEMU,MEMU,SR,TMLP,TIRUMALPUR,MSB,CHENNAI BEACH,108,2,35,10:25:00,07:50:00,40707,0,0,0,0,0,0
41059,Chennai Beach Velachery EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,VLCY,Velachery,19,0,40,11:15:00,10:35:00,,0,0,0,0,0,0
41063,Chennai Beach Velachery EMU,Pass,Passenger,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,11:55:00,11:15:00,41064,0,0,0,0,1,0
41067,Chennai Beach Velachery EMU,Pass,Passenger,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,12:35:00,11:55:00,41066,0,0,0,0,0,0
41069,Chennai Beach Velachery EMU,Pass,Passenger,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,12:55:00,12:15:00,,0,0,0,0,0,0
41071,Chennai Beach Velachery EMU,Pass,Passenger,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,13:15:00,12:35:00,,0,0,0,0,0,0
41073,Chennai Beach Velachery EMU,Pass,Passenger,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,13:35:00,12:55:00,,0,0,0,0,0,0
41075,Chennai Beach Velachery EMU,Pass,Passenger,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,13:55:00,13:15:00,,0,0,0,0,0,0
41077,Chennai Beach Velachery EMU,Pass,Passenger,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,14:25:00,13:45:00,,0,0,0,0,0,0
41079,Chennai Beach Velachery EMU,Pass,Passenger,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,14:55:00,14:15:00,,0,0,0,0,0,0
41081,Chennai Beach Velachery EMU,Pass,Passenger,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,15:25:00,14:45:00,,0,0,0,0,0,0
41083,Chennai Beach Velachery EMU,Pass,Passenger,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,15:55:00,15:15:00,,0,0,0,0,0,0
41085,Chennai Beach Velachery EMU,Pass,Passenger,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,16:25:00,15:45:00,,0,0,0,0,0,0
41087,Chennai Beach Velachery EMU,Pass,Passenger,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,16:45:00,16:05:00,,0,0,0,0,0,0
41089,Chennai Beach Velachery EMU,Pass,Passenger,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,17:05:00,16:25:00,,0,0,0,0,0,0
41091,Chennai Beach Velachery EMU,Pass,Passenger,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,17:20:00,16:40:00,,0,0,0,0,0,0
41093,Chennai Beach Velachery EMU,Pass,Passenger,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,17:40:00,17:00:00,,0,0,0,0,0,0
41095,Chennai Beach Velachery EMU,Pass,Passenger,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,17:55:00,17:15:00,,0,0,0,0,0,0
41097,Chennai Beach Velachery EMU,Pass,Passenger,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,18:05:00,17:25:00,,0,0,0,0,0,0
41099,Chennai Beach Velachery EMU,Pass,Passenger,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,18:15:00,17:35:00,,0,0,0,0,0,0
41101,Chennai Beach Velachery EMU,Pass,Passenger,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,18:25:00,17:45:00,,0,0,0,0,0,0
41103,Chennai Beach Velachery EMU,Pass,Passenger,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,18:35:00,17:55:00,,0,0,0,0,0,0
41105,Chennai Beach Velachery EMU,Pass,Passenger,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,18:45:00,18:05:00,,0,0,0,0,0,0
41107,Chennai Beach Velachery EMU,Pass,Passenger,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,18:55:00,18:15:00,,0,0,0,0,0,0
41109,Chennai Beach Velachery EMU,Pass,Passenger,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,19:05:00,18:25:00,,0,0,0,0,0,0
41111,Chennai Beach Velachery EMU,Pass,Passenger,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,19:15:00,18:35:00,41112,0,0,0,0,0,0
41113,Chennai Beach Velachery EMU,Pass,Passenger,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,19:25:00,18:45:00,41112,0,0,0,0,0,0
41115,Chennai Beach Velachery EMU,Pass,Passenger,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,19:35:00,18:55:00,,0,0,0,0,0,0
41117,Chennai Beach Velachery EMU,MEMU,MEMU,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,19:45:00,19:05:00,,0,0,0,0,0,0
41119,Chennai Beach Velachery EMU,MEMU,MEMU,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,19:55:00,19:15:00,,0,0,0,0,0,0
41121,Chennai Beach Velachery EMU,MEMU,MEMU,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,20:15:00,19:35:00,,0,0,0,0,0,0
41123,Chennai Beach Velachery EMU,MEMU,MEMU,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,20:35:00,19:55:00,,0,0,0,0,0,0
42404,Spe-Mas Emu Local,MEMU,MEMU,SR,SPE,SULLURUPETA,MAS,CHENNAI CENTRAL,83,2,5,08:45:00,06:40:00,,0,0,0,0,1,0
42406,Spe-Mas Emu Local,MEMU,MEMU,SR,SPE,SULLURUPETA,MAS,CHENNAI CENTRAL,83,2,10,11:55:00,09:45:00,,0,0,0,0,1,0
42408,Sullurpetta Chennai Central EMU,MEMU,MEMU,SR,SPE,SULLURUPETA,MAS,CHENNAI CENTRAL,83,2,0,13:10:00,11:10:00,,0,0,0,0,0,0
52941,GANDHIGRAM - SBI-BTD PASSENGER,Pass,Passenger,WR,GG,GANDHIGRAM,BTDF,BOTAD JN,155,4,10,13:10:00,09:00:00,52942,0,0,0,0,0,0
54308,Delhi Moradabad Passenger,Pass,Passenger,NR,DLI,OLD DELHI,MB,MORADABAD,175,5,45,07:30:00,01:45:00,54307,0,0,0,0,0,0
41064,VLCY MSB LOCAL,Pass,Passenger,?,VLCY,Velachery,MSB,CHENNAI BEACH,0,0,40,13:20:00,12:40:00,41063,0,0,0,0,0,0
41066,Velachery Chennai Local,Pass,Passenger,?,VLCY,Velachery,MSB,CHENNAI BEACH,0,0,40,13:40:00,13:00:00,41065,0,0,0,0,0,0
41112,Velachery Chennai Beach Passenger,Pass,Passenger,?,VLCY,Velachery,MSB,CHENNAI BEACH,0,0,40,19:40:00,19:00:00,41111,0,0,0,0,0,0
41125,Chennai Beach Velachery EMU,MEMU,MEMU,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,21:00:00,20:20:00,,0,0,0,0,0,0
41127,Chennai Beach Velachery EMU,Pass,Passenger,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,21:25:00,20:45:00,,0,0,0,0,0,0
41129,Chennai Beach Velachery EMU,MEMU,MEMU,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,21:50:00,21:10:00,,0,0,0,0,0,0
41131,Chennai Beach Velachery EMU,MEMU,MEMU,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,22:15:00,21:35:00,,0,0,0,0,0,0
41133,Chennai Beach Velachery EMU,Pass,Passenger,?,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,22:40:00,22:00:00,,0,0,0,0,0,0
41505,Chennai Beach Velachery Sunday EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,07:20:00,06:40:00,,0,0,0,0,0,0
41507,Chennai Beach Velachery Sunday EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18,0,40,07:40:00,07:00:00,,0,0,0,0,0,0
42412,Spe-Mas Emu Local,MEMU,MEMU,SR,SPE,SULLURUPETA,MAS,CHENNAI CENTRAL,83,2,0,15:30:00,13:30:00,,0,0,0,0,1,0
42414,Spe-Mas Emu Local,MEMU,MEMU,SR,SPE,SULLURUPETA,MAS,CHENNAI CENTRAL,83,2,25,17:40:00,15:15:00,,0,0,0,0,0,0
42416,Spe-Mas Emu Local,MEMU,MEMU,SR,SPE,SULLURUPETA,MAS,CHENNAI CENTRAL,83,2,10,20:25:00,18:15:00,,0,0,0,0,0,0
42420,Sullurpeta Chennai EMU,MEMU,MEMU,SR,SPE,SULLURUPETA,MAS,CHENNAI CENTRAL,83,2,5,22:25:00,20:20:00,,0,0,0,0,1,0
42422,Spe-Mas Emu Local,MEMU,MEMU,SR,SPE,SULLURUPETA,MAS,CHENNAI CENTRAL,83,2,5,23:45:00,21:40:00,,0,0,0,0,1,0
42452,Sullupetta Gummidipoondi EMU,MEMU,MEMU,SR,SPE,SULLURUPETA,GPD,GUMMIDIPUNDI,35,0,45,23:35:00,22:50:00,,0,0,0,0,1,0
42802,Spe-Msb Emu local,MEMU,MEMU,SR,SPE,SULLURUPETA,MSB,CHENNAI BEACH,83,2,20,09:45:00,07:25:00,,0,0,0,0,1,0
43205,Chennai Central Tiruvallur EMU,MEMU,MEMU,?,MAS,CHENNAI CENTRAL,TRL,TIRUVALLUR,42,1,15,07:10:00,05:55:00,,0,0,0,0,1,0
43216,Tiruvallur Chennai Central Fast,MEMU,MEMU,SR,TRL,TIRUVALLUR,MAS,CHENNAI CENTRAL,41,1,0,09:20:00,08:20:00,,0,0,0,0,0,0
43222,Tiruvallur Chennai Central Fast,MEMU,MEMU,?,TRL,TIRUVALLUR,MAS,CHENNAI CENTRAL,41,0,50,10:15:00,09:25:00,,0,0,0,0,0,0
43401,Chennai Central Arakkonam Fast,MEMU,MEMU,SR,MAS,CHENNAI CENTRAL,AJJ,ARAKKONAM,68,1,25,06:55:00,05:30:00,,0,0,0,0,0,0
43408,Arakkonam chennai Central Fast,MEMU,MEMU,?,AJJ,ARAKKONAM,MAS,CHENNAI CENTRAL,68,1,35,08:15:00,06:40:00,,0,0,0,0,0,0
43501,Chennai tiruttani EMU,MEMU,MEMU,SR,MAS,CHENNAI CENTRAL,TRT,TIRUTTANI,82,2,15,06:15:00,04:00:00,,0,0,0,0,0,0
43506,Tiruttani Chennai Central Local,Pass,Passenger,?,TRT,TIRUTTANI,MAS,CHENNAI CENTRAL,83,2,25,12:05:00,09:40:00,43505,0,0,0,0,0,0
43551,Arakkonam Tiruttani EMU,MEMU,MEMU,?,AJJ,ARAKKONAM,TRT,TIRUTTANI,14,0,30,04:50:00,04:20:00,43552,0,0,0,0,0,0
43552,Tiruttani Arakkonam EMU,MEMU,MEMU,SR,TRT,TIRUTTANI,AJJ,ARAKKONAM,14,0,20,05:15:00,04:55:00,43551,0,0,0,0,0,0
43553,Arakkonam Tiruttani EMU,MEMU,MEMU,?,AJJ,ARAKKONAM,TRT,TIRUTTANI,14,0,20,05:30:00,05:10:00,43552,0,0,0,0,0,0
43554,Tiruttani Arakkonam EMU,MEMU,MEMU,?,TRT,TIRUTTANI,AJJ,ARAKKONAM,14,0,20,21:20:00,21:00:00,43553,0,0,0,0,0,0
43801,Chennai Beach Arakkonam EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,AJJ,ARAKKONAM,70,2,0,03:20:00,01:20:00,,0,0,0,0,0,0
43803,Chennai Beach Arakkonam EMU,MEMU,MEMU,SR,MSB,CHENNAI BEACH,AJJ,ARAKKONAM,69,2,0,06:30:00,04:30:00,,0,0,0,0,0,0
43806,Arakkonam chennai Beach Fast,MEMU,MEMU,?,AJJ,ARAKKONAM,MSB,CHENNAI BEACH,69,1,30,09:20:00,07:50:00,,0,0,0,0,0,0
43823,Chennai Beach Tiruttani Fast,MEMU,MEMU,?,MSB,CHENNAI BEACH,TRT,TIRUTTANI,83,2,5,20:25:00,18:20:00,,0,0,0,0,0,0
43851,Ponneri Tiruvallur EMU,MEMU,MEMU,?,PON,PONNERI,TRL,TIRUVALLUR,71,1,55,17:35:00,15:40:00,,0,0,0,0,0,0
43892,Pattabiram East Avadi EMU,MEMU,MEMU,?,PRES,Pattabiram East,AVD,AVADI,10,0,20,23:55:00,23:35:00,43891,0,0,0,0,0,0
43921,Tiruvallur Kadambattur EMU,MEMU,MEMU,SR,TRL,TIRUVALLUR,KBT,KADAMBATTUR,6,0,10,06:00:00,05:50:00,,0,0,0,0,0,0
47101,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,25,0,40,06:40:00,06:00:00,,0,0,0,0,0,0
47102,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,25,0,40,07:20:00,06:40:00,,0,0,0,0,0,0
47103,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,25,0,40,08:00:00,07:20:00,,0,0,0,0,0,0
47104,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,25,0,40,08:30:00,07:50:00,,0,0,0,0,0,0
47105,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,25,0,40,09:00:00,08:20:00,,0,0,0,0,0,0
47106,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,25,0,40,09:40:00,09:00:00,,0,0,0,0,0,0
47107,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,25,0,40,10:15:00,09:35:00,,0,0,0,0,0,0
47108,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,25,0,40,10:50:00,10:10:00,,0,0,0,0,0,0
47109,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,24,0,40,11:30:00,10:50:00,,0,0,0,0,0,0
47110,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,24,0,40,12:05:00,11:25:00,,0,0,0,0,0,0
47111,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,25,0,45,12:40:00,11:55:00,,0,0,0,0,0,0
47112,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,25,0,40,13:45:00,13:05:00,,0,0,0,0,0,0
54313,Chandausi Moradabad Passenger,Pass,Passenger,NR,CH,CHANDAUSI JN,MB,MORADABAD,44,1,35,19:30:00,17:55:00,54314,0,0,0,0,0,0
12952,Mumbai Rajdhani Express,Raj,Rajdhani,WR,NDLS,NEW DELHI,BCT,Mumbai Central,1384,16,5,08:35:00,16:30:00,12951,0,1,1,1,0,0
22404,New Delhi-Puducherry SF Exp,SF,Superfast,NR,NDLS,NEW DELHI,PDY,Puducherry,2384,42,55,18:45:00,23:50:00,22403,1,1,1,0,0,0
47113,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,25,0,40,15:10:00,14:30:00,,0,0,0,0,0,0
47114,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,25,0,40,15:50:00,15:10:00,,0,0,0,0,0,0
47116,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,25,0,40,16:40:00,16:00:00,,0,0,0,0,0,0
47117,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,25,0,50,17:40:00,16:50:00,,0,0,0,0,0,0
47118,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,25,0,45,18:20:00,17:35:00,,0,0,0,0,0,0
47119,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,25,0,40,18:45:00,18:05:00,,0,0,0,0,0,0
47120,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,25,0,40,19:40:00,19:00:00,,0,0,0,0,0,0
47121,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,25,0,45,20:15:00,19:30:00,,0,0,0,0,0,0
47122,Hyderabad Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,25,0,40,20:40:00,20:00:00,,0,0,0,0,0,0
47127,Lingampalli Hyderabad MMTS,Hyd,Hyderabad Suburban,SCR,LPI,LINGAMPALLI,HYB,HYDERABAD DECCAN,25,0,40,06:40:00,06:00:00,,0,0,0,0,0,0
47128,Lingampalli Hyderabad MMTS,Hyd,Hyderabad Suburban,SCR,LPI,LINGAMPALLI,HYB,HYDERABAD DECCAN,25,0,40,07:40:00,07:00:00,,0,0,0,0,0,0
47129,Lingampalli Hyderabad MMTS,Hyd,Hyderabad Suburban,SCR,LPI,LINGAMPALLI,HYB,HYDERABAD DECCAN,25,0,40,08:10:00,07:30:00,,0,0,0,0,0,0
47130,Lingampalli Hyderabad MMTS,Hyd,Hyderabad Suburban,SCR,LPI,LINGAMPALLI,HYB,HYDERABAD DECCAN,25,0,40,08:50:00,08:10:00,,0,0,0,0,0,0
47132,Lingampalli Hyderabad MMTS,Hyd,Hyderabad Suburban,SCR,LPI,LINGAMPALLI,HYB,HYDERABAD DECCAN,25,0,45,09:55:00,09:10:00,,0,0,0,0,0,0
47133,Lingampalli Hyderabad MMTS,Hyd,Hyderabad Suburban,SCR,LPI,LINGAMPALLI,HYB,HYDERABAD DECCAN,25,0,40,10:35:00,09:55:00,,0,0,0,0,0,0
47134,Lingampalli Hyderabad MMTS,Hyd,Hyderabad Suburban,SCR,LPI,LINGAMPALLI,HYB,HYDERABAD DECCAN,24,0,40,11:05:00,10:25:00,,0,0,0,0,0,0
47135,Lingampalli Hyderabad MMTS,Hyd,Hyderabad Suburban,SCR,LPI,LINGAMPALLI,HYB,HYDERABAD DECCAN,24,0,40,11:40:00,11:00:00,,0,0,0,0,0,0
47136,Lingampalli Hyderabad MMTS,Hyd,Hyderabad Suburban,SCR,LPI,LINGAMPALLI,HYB,HYDERABAD DECCAN,24,0,40,12:20:00,11:40:00,,0,0,0,0,0,0
47137,Lingampalli Hyderabad MMTS,Hyd,Hyderabad Suburban,SCR,LPI,LINGAMPALLI,HYB,HYDERABAD DECCAN,25,0,40,12:55:00,12:15:00,,0,0,0,0,0,0
47138,Lingampalli Hyderabad MMTS,Hyd,Hyderabad Suburban,SCR,LPI,LINGAMPALLI,HYB,HYDERABAD DECCAN,25,0,40,13:30:00,12:50:00,,0,0,0,0,0,0
47139,Lingampalli Hyderabad MMTS,Hyd,Hyderabad Suburban,SCR,LPI,LINGAMPALLI,HYB,HYDERABAD DECCAN,25,0,40,15:45:00,15:05:00,,0,0,0,0,0,0
47140,Lingampalli Hyderabad MMTS,Hyd,Hyderabad Suburban,SCR,LPI,LINGAMPALLI,HYB,HYDERABAD DECCAN,25,0,40,16:40:00,16:00:00,,0,0,0,0,0,0
47141,Lingampalli Hyderabad MMTS,Hyd,Hyderabad Suburban,SCR,LPI,LINGAMPALLI,HYB,HYDERABAD DECCAN,25,0,40,17:30:00,16:50:00,,0,0,0,0,0,0
47142,Lingampalli Hyderabad MMTS,Hyd,Hyderabad Suburban,SCR,LPI,LINGAMPALLI,HYB,HYDERABAD DECCAN,25,0,40,18:50:00,18:10:00,,0,0,0,0,0,0
47149,Falaknuma Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,FM,KACHEGUDA FALAKNUMA,LPI,LINGAMPALLI,37,1,10,06:10:00,05:00:00,,0,0,0,0,0,0
47150,Falaknuma Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,FM,KACHEGUDA FALAKNUMA,LPI,LINGAMPALLI,37,1,15,06:55:00,05:40:00,,0,0,0,0,0,0
47151,Falaknuma Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,FM,KACHEGUDA FALAKNUMA,LPI,LINGAMPALLI,37,1,15,07:40:00,06:25:00,,0,0,0,0,0,0
47152,MATRABHOOMI LADIES SPL MMTS,Hyd,Hyderabad Suburban,SCR,FM,KACHEGUDA FALAKNUMA,LPI,LINGAMPALLI,37,1,25,08:50:00,07:25:00,,0,0,0,0,0,0
47153,Falaknuma Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,FM,KACHEGUDA FALAKNUMA,LPI,LINGAMPALLI,37,1,10,08:20:00,07:10:00,,0,0,0,0,0,0
47154,Falaknuma Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,FM,KACHEGUDA FALAKNUMA,LPI,LINGAMPALLI,37,1,20,09:15:00,07:55:00,,0,0,0,0,0,0
47155,Falaknuma Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,FM,KACHEGUDA FALAKNUMA,LPI,LINGAMPALLI,37,1,15,10:25:00,09:10:00,,0,0,0,0,0,0
47156,Falaknuma Lingampalli MMTS*,Hyd,Hyderabad Suburban,SCR,FM,KACHEGUDA FALAKNUMA,LPI,LINGAMPALLI,37,1,15,11:50:00,10:35:00,,0,0,0,0,0,0
47157,Falaknuma Lingampalli MMTS,Hyd,Hyderabad Suburban,SCR,FM,KACHEGUDA FALAKNUMA,LPI,LINGAMPALLI,37,1,20,12:15:00,10:55:00,,0,0,0,0,0,0
